controller,scenario,trial,seed,collision,min_separation,colreg_compliance,path_efficiency,avg_speed,path_length
CC-CBF,head_on,0,0,0,15.559,1.0,1.0147,2.8226,197.09
CC-CBF,head_on,1,1,0,16.551,1.0,1.0135,2.6632,197.34
CC-CBF,head_on,2,2,0,13.378,0.9393,1.0105,2.8611,197.92
CC-CBF,head_on,3,3,0,14.952,1.0,0.9818,2.6716,203.71
CC-CBF,head_on,4,4,0,13.039,0.9296,1.0034,2.6864,199.33
CC-CBF,head_on,5,5,0,13.041,1.0,0.9595,2.6672,208.44
CC-CBF,head_on,6,6,0,14.757,1.0,1.0225,2.6905,195.6
CC-CBF,head_on,7,7,0,15.846,1.0,1.0013,2.7974,199.74
CC-CBF,head_on,8,8,0,14.83,0.8592,1.0175,2.6598,196.56
CC-CBF,head_on,9,9,0,15.521,1.0,1.0256,2.6713,195.01
CC-CBF,head_on,10,10,0,12.992,0.9415,1.0035,2.8685,199.3
CC-CBF,head_on,11,11,0,15.956,1.0,1.0067,2.8039,198.66
CC-CBF,head_on,12,12,0,15.519,0.9855,1.0143,2.6735,197.17
CC-CBF,head_on,13,13,0,13.182,1.0,0.9383,2.6727,213.15
CC-CBF,head_on,14,14,0,14.481,1.0,0.9774,2.661,204.63
CC-CBF,head_on,15,15,0,13.068,0.9981,0.9449,2.6709,211.67
CC-CBF,head_on,16,16,0,17.157,1.0,1.0273,2.6634,194.69
CC-CBF,head_on,17,17,0,12.327,0.9831,0.9234,2.7055,216.58
CC-CBF,head_on,18,18,0,17.013,1.0,1.0207,2.6624,195.95
CC-CBF,head_on,19,19,0,17.5,1.0,1.0412,2.8176,192.09
CC-CBF,head_on,20,20,0,13.575,1.0,0.9645,2.6757,207.36
CC-CBF,head_on,21,21,0,13.239,1.0,0.9419,2.6575,212.33
CC-CBF,head_on,22,22,0,15.205,0.9971,1.0123,2.7825,197.57
CC-CBF,head_on,23,23,0,14.901,1.0,0.995,2.8033,201.0
CC-CBF,head_on,24,24,0,11.16,0.971,0.9039,2.7901,221.26
CC-CBF,head_on,25,25,0,16.282,1.0,1.0248,2.6644,195.17
CC-CBF,head_on,26,26,0,15.531,1.0,1.0338,2.7916,193.46
CC-CBF,head_on,27,27,0,15.51,1.0,1.0366,2.8229,192.94
CC-CBF,head_on,28,28,0,13.662,0.945,1.0093,2.8696,198.15
CC-CBF,head_on,29,29,0,15.498,1.0,0.9985,2.6761,200.3
CC-CBF,head_on,30,30,0,12.57,0.9888,0.9312,2.6646,214.77
CC-CBF,head_on,31,31,0,13.344,1.0,0.9526,2.7004,209.96
CC-CBF,head_on,32,32,0,17.077,1.0,1.0289,2.9107,194.38
CC-CBF,head_on,33,33,0,15.719,1.0,1.0095,2.8611,198.13
CC-CBF,head_on,34,34,0,14.968,1.0,1.016,2.6765,196.85
CC-CBF,head_on,35,35,0,14.68,1.0,0.9863,2.7816,202.79
CC-CBF,head_on,36,36,0,16.647,1.0,1.0192,2.6535,196.23
CC-CBF,head_on,37,37,0,12.934,1.0,0.9473,2.6726,211.13
CC-CBF,head_on,38,38,0,13.833,1.0,0.9734,2.7877,205.46
CC-CBF,head_on,39,39,0,16.583,1.0,1.0174,2.6674,196.59
CC-CBF,head_on,40,40,0,16.154,1.0,1.031,2.6648,194.0
CC-CBF,head_on,41,41,0,16.472,1.0,1.0118,2.8378,197.66
CC-CBF,head_on,42,42,0,13.986,1.0,0.9701,2.6672,206.17
CC-CBF,head_on,43,43,0,15.28,1.0,0.9913,2.775,201.75
CC-CBF,head_on,44,44,0,13.149,0.9948,0.9442,2.6677,211.82
CC-CBF,head_on,45,45,0,13.425,0.9947,0.9424,2.6577,212.22
CC-CBF,head_on,46,46,0,14.334,1.0,0.9827,2.6761,203.52
CC-CBF,head_on,47,47,0,16.69,1.0,1.0213,2.6572,195.84
CC-CBF,head_on,48,48,0,11.549,0.9722,0.9037,2.6649,221.32
CC-CBF,head_on,49,49,0,13.763,1.0,0.9555,2.6732,209.31
C3BF,head_on,0,0,0,26.88,0.8452,0.9627,2.7444,207.76
C3BF,head_on,1,1,0,27.06,1.0,0.9605,2.7218,208.22
C3BF,head_on,2,2,0,30.713,0.6343,0.9761,2.8183,204.9
C3BF,head_on,3,3,0,26.999,0.0856,0.9442,2.828,211.82
C3BF,head_on,4,4,0,30.525,0.6313,0.9752,2.7978,205.09
C3BF,head_on,5,5,0,27.0,0.4108,0.9653,2.7261,207.18
C3BF,head_on,6,6,0,31.339,0.6405,0.9897,2.7531,202.08
C3BF,head_on,7,7,0,25.558,0.8221,0.9537,2.7128,209.7
C3BF,head_on,8,8,0,29.657,0.2486,0.9827,2.7428,203.52
C3BF,head_on,9,9,0,32.518,0.6524,0.9911,2.7815,201.8
C3BF,head_on,10,10,0,28.853,0.5263,0.9784,2.7383,204.42
C3BF,head_on,11,11,0,26.276,0.8377,0.9562,2.7376,209.16
C3BF,head_on,12,12,0,30.142,0.6305,0.9853,2.7338,202.99
C3BF,head_on,13,13,0,27.751,0.1096,0.9672,2.7314,206.77
C3BF,head_on,14,14,0,25.45,0.0377,0.9532,2.7303,209.82
C3BF,head_on,15,15,0,27.71,0.4418,0.9686,2.7366,206.48
C3BF,head_on,16,16,0,28.787,1.0,0.9676,2.7542,206.71
C3BF,head_on,17,17,0,28.11,0.4733,0.9738,2.7421,205.39
C3BF,head_on,18,18,0,28.132,1.0,0.964,2.7569,207.46
C3BF,head_on,19,19,0,30.993,1.0,0.9902,2.7686,201.97
C3BF,head_on,20,20,0,26.865,0.4078,0.9625,2.7342,207.8
C3BF,head_on,21,21,0,27.696,0.1067,0.9663,2.7541,206.98
C3BF,head_on,22,22,0,30.673,0.6365,0.9825,2.8058,203.57
C3BF,head_on,23,23,0,24.591,0.3523,0.9447,2.7691,211.71
C3BF,head_on,24,24,0,28.661,0.5006,0.982,2.7209,203.66
C3BF,head_on,25,25,0,31.718,0.3768,0.9858,2.7753,202.88
C3BF,head_on,26,26,0,33.593,0.658,0.9965,2.772,200.7
C3BF,head_on,27,27,0,33.494,0.652,1.0038,2.7125,199.24
C3BF,head_on,28,28,0,29.235,0.5502,0.9816,2.7112,203.75
C3BF,head_on,29,29,0,25.589,0.8133,0.9481,2.7664,210.94
C3BF,head_on,30,30,0,29.019,0.5464,0.9664,2.8328,206.94
C3BF,head_on,31,31,0,26.816,0.4137,0.9656,2.7344,207.13
C3BF,head_on,32,32,0,29.683,1.0,0.9717,2.8023,205.83
C3BF,head_on,33,33,0,26.152,0.8266,0.9586,2.7362,208.64
C3BF,head_on,34,34,0,31.428,0.649,0.9834,2.8032,203.38
C3BF,head_on,35,35,0,26.434,0.4044,0.9429,2.8374,212.11
C3BF,head_on,36,36,0,31.388,0.3529,0.9878,2.7304,202.46
C3BF,head_on,37,37,0,27.6,0.4448,0.9673,2.7531,206.76
C3BF,head_on,38,38,0,26.628,0.4162,0.9527,2.8158,209.93
C3BF,head_on,39,39,0,28.724,1.0,0.9543,2.8283,209.58
C3BF,head_on,40,40,0,32.113,0.381,0.998,2.7229,200.41
C3BF,head_on,41,41,0,26.235,0.8201,0.961,3.1434,208.12
C3BF,head_on,42,42,0,26.276,0.3958,0.9567,2.7634,209.06
C3BF,head_on,43,43,0,24.517,0.3399,0.9455,2.74,211.53
C3BF,head_on,44,44,0,28.433,0.1684,0.9624,2.8063,207.82
C3BF,head_on,45,45,0,28.717,0.1717,0.9626,2.8077,207.78
C3BF,head_on,46,46,0,26.09,0.3976,0.9486,2.8054,210.83
C3BF,head_on,47,47,0,27.448,1.0,0.9651,2.7266,207.22
C3BF,head_on,48,48,0,29.52,0.5658,0.9725,2.7735,205.66
C3BF,head_on,49,49,0,27.057,0.4134,0.9627,2.7442,207.74
Rule-COLREG,head_on,0,0,0,11.879,0.8983,1.0382,2.67,192.64
Rule-COLREG,head_on,1,1,0,11.981,1.0,1.0375,2.6717,192.76
Rule-COLREG,head_on,2,2,0,9.663,0.8844,0.9675,2.6521,206.73
Rule-COLREG,head_on,3,3,0,10.812,1.0,1.0167,2.6655,196.71
Rule-COLREG,head_on,4,4,0,9.397,0.8466,0.9676,2.605,206.7
Rule-COLREG,head_on,5,5,0,10.524,0.8996,1.004,2.6632,199.2
Rule-COLREG,head_on,6,6,0,6.418,0.8404,0.937,2.663,213.44
Rule-COLREG,head_on,7,7,0,11.74,0.8934,1.0312,2.6679,193.96
Rule-COLREG,head_on,8,8,0,5.878,1.0,0.9567,2.6596,209.04
Rule-COLREG,head_on,9,9,1,0.0,0.7251,0.9787,2.5655,204.35
Rule-COLREG,head_on,10,10,0,9.68,0.8811,0.97,2.6621,206.18
Rule-COLREG,head_on,11,11,0,11.836,0.8986,1.0347,2.6643,193.29
Rule-COLREG,head_on,12,12,0,5.774,0.8399,0.9447,2.6563,211.7
Rule-COLREG,head_on,13,13,0,9.798,1.0,0.9872,2.6605,202.59
Rule-COLREG,head_on,14,14,0,10.785,1.0,1.0138,2.6677,197.28
Rule-COLREG,head_on,15,15,0,10.295,0.8948,0.9934,2.672,201.33
Rule-COLREG,head_on,16,16,0,12.442,1.0,1.044,2.6663,191.57
Rule-COLREG,head_on,17,17,0,10.062,0.9008,0.9844,2.6697,203.17
Rule-COLREG,head_on,18,18,0,12.175,1.0,1.0418,2.6608,191.98
Rule-COLREG,head_on,19,19,0,16.667,0.8651,1.0489,2.6575,190.67
Rule-COLREG,head_on,20,20,0,10.563,0.8975,1.0054,2.6647,198.92
Rule-COLREG,head_on,21,21,0,10.046,1.0,0.9903,2.6661,201.96
Rule-COLREG,head_on,22,22,0,5.469,0.8789,0.9582,2.6123,208.72
Rule-COLREG,head_on,23,23,0,11.169,0.8981,1.0258,2.6781,194.96
Rule-COLREG,head_on,24,24,0,10.193,0.8986,0.9786,2.6628,204.37
Rule-COLREG,head_on,25,25,1,0.0,1.0,0.9818,2.5732,203.72
Rule-COLREG,head_on,26,26,0,3.756,0.8596,1.0379,2.669,192.7
Rule-COLREG,head_on,27,27,0,4.673,0.875,1.0347,2.6405,193.28
Rule-COLREG,head_on,28,28,0,9.477,0.8474,0.9649,2.6643,207.28
Rule-COLREG,head_on,29,29,0,11.668,0.9035,1.0287,2.6742,194.41
Rule-COLREG,head_on,30,30,0,10.169,0.8988,0.9865,2.6624,202.74
Rule-COLREG,head_on,31,31,0,10.168,0.8913,0.9969,2.6662,200.63
Rule-COLREG,head_on,32,32,0,12.893,0.8833,1.0465,2.6636,191.11
Rule-COLREG,head_on,33,33,0,11.655,0.8959,1.0365,2.6671,192.96
Rule-COLREG,head_on,34,34,0,2.051,0.8189,0.9739,2.6568,205.37
Rule-COLREG,head_on,35,35,0,10.883,0.8994,1.0209,2.66,195.91
Rule-COLREG,head_on,36,36,1,0.0,1.0,0.9937,2.5721,201.26
Rule-COLREG,head_on,37,37,0,10.08,0.8934,0.9923,2.6625,201.55
Rule-COLREG,head_on,38,38,0,10.794,0.8998,1.0114,2.6649,197.74
Rule-COLREG,head_on,39,39,0,12.284,1.0,1.0394,2.665,192.42
Rule-COLREG,head_on,40,40,0,7.378,0.871,1.0456,2.6658,191.27
Rule-COLREG,head_on,41,41,0,12.176,0.8979,1.0387,2.6686,192.54
Rule-COLREG,head_on,42,42,0,10.697,0.9052,1.0099,2.6763,198.05
Rule-COLREG,head_on,43,43,0,11.272,0.8978,1.0247,2.6682,195.18
Rule-COLREG,head_on,44,44,0,10.153,1.0,0.9914,2.6353,201.73
Rule-COLREG,head_on,45,45,0,10.0,1.0,0.9902,2.6699,201.97
Rule-COLREG,head_on,46,46,0,10.885,0.8942,1.0161,2.6762,196.84
Rule-COLREG,head_on,47,47,0,12.164,1.0,1.0404,2.6682,192.24
Rule-COLREG,head_on,48,48,0,9.822,0.8957,0.9783,2.6618,204.43
Rule-COLREG,head_on,49,49,0,10.457,0.8983,1.0025,2.6688,199.49
Geo-CRI,head_on,0,0,0,11.358,0.74,1.0303,2.6609,194.11
Geo-CRI,head_on,1,1,0,11.082,0.9074,1.024,2.6627,195.31
Geo-CRI,head_on,2,2,0,11.573,0.6434,1.0455,2.6698,191.29
Geo-CRI,head_on,3,3,0,7.128,0.9186,0.9695,2.66,206.29
Geo-CRI,head_on,4,4,0,11.543,0.6782,1.0443,2.6599,191.51
Geo-CRI,head_on,5,5,0,7.525,0.7603,1.0384,2.6548,192.6
Geo-CRI,head_on,6,6,0,13.188,0.6364,1.0524,2.6598,190.04
Geo-CRI,head_on,7,7,0,10.302,0.7628,1.0059,2.66,198.83
Geo-CRI,head_on,8,8,0,11.671,0.6058,1.0477,2.6716,190.89
Geo-CRI,head_on,9,9,0,12.571,0.6324,1.0519,2.6574,190.14
Geo-CRI,head_on,10,10,0,11.362,0.6262,1.0473,2.6579,190.97
Geo-CRI,head_on,11,11,0,10.4,0.7554,1.0144,2.6626,197.17
Geo-CRI,head_on,12,12,0,12.373,0.6295,1.0521,2.6569,190.1
Geo-CRI,head_on,13,13,0,8.108,0.8864,1.0455,2.6568,191.29
Geo-CRI,head_on,14,14,0,5.564,0.9156,0.976,2.6612,204.91
Geo-CRI,head_on,15,15,0,8.811,0.7569,1.0412,2.6586,192.08
Geo-CRI,head_on,16,16,0,11.995,0.9037,1.0412,2.6622,192.08
Geo-CRI,head_on,17,17,0,11.215,0.7018,1.0433,2.6588,191.7
Geo-CRI,head_on,18,18,0,11.332,0.895,1.0354,2.6626,193.17
Geo-CRI,head_on,19,19,0,12.164,0.7778,1.0518,2.6576,190.15
Geo-CRI,head_on,20,20,0,6.06,0.7606,1.043,2.6432,191.76
Geo-CRI,head_on,21,21,0,2.94,0.839,1.0534,2.6591,189.86
Geo-CRI,head_on,22,22,0,11.684,0.6321,1.0489,2.6613,190.68
Geo-CRI,head_on,23,23,0,10.308,0.7603,0.9946,2.6706,201.1
Geo-CRI,head_on,24,24,0,10.8,0.7032,1.0433,2.6644,191.7
Geo-CRI,head_on,25,25,0,12.883,0.6139,1.0527,2.6553,189.99
Geo-CRI,head_on,26,26,0,15.373,0.6503,1.0531,2.6581,189.92
Geo-CRI,head_on,27,27,0,18.288,0.6756,1.0521,2.6569,190.1
Geo-CRI,head_on,28,28,0,11.958,0.621,1.0485,2.9731,190.74
Geo-CRI,head_on,29,29,0,10.393,0.7609,1.0056,2.6607,198.89
Geo-CRI,head_on,30,30,0,8.11,0.7553,1.0439,2.6536,191.59
Geo-CRI,head_on,31,31,0,7.915,0.7614,1.0409,2.6614,192.15
Geo-CRI,head_on,32,32,0,12.169,0.7854,1.0472,2.6599,190.98
Geo-CRI,head_on,33,33,0,10.853,0.7445,1.0215,2.6619,195.79
Geo-CRI,head_on,34,34,0,12.632,0.6314,1.0519,2.6573,190.13
Geo-CRI,head_on,35,35,0,9.055,0.7594,0.9805,2.6404,203.97
Geo-CRI,head_on,36,36,0,12.559,0.6086,1.0522,2.6565,190.07
Geo-CRI,head_on,37,37,0,2.902,0.7224,1.0528,2.6588,189.97
Geo-CRI,head_on,38,38,0,4.868,0.7567,1.0443,2.6582,191.52
Geo-CRI,head_on,39,39,0,11.097,0.9062,1.0244,2.6616,195.23
Geo-CRI,head_on,40,40,0,13.389,0.6142,1.0521,2.6551,190.1
Geo-CRI,head_on,41,41,0,11.499,0.7509,1.0309,2.6594,194.01
Geo-CRI,head_on,42,42,0,6.95,0.764,0.9668,2.6641,206.87
Geo-CRI,head_on,43,43,0,10.068,0.7717,0.9978,2.6636,200.44
Geo-CRI,head_on,44,44,0,8.676,0.8394,1.0423,2.6576,191.88
Geo-CRI,head_on,45,45,0,5.812,0.8991,1.0468,2.6592,191.06
Geo-CRI,head_on,46,46,0,9.991,0.7726,0.9917,2.6712,201.68
Geo-CRI,head_on,47,47,0,11.496,0.8924,1.0356,2.6583,193.13
Geo-CRI,head_on,48,48,0,10.492,0.7473,1.0423,2.6578,191.89
Geo-CRI,head_on,49,49,0,5.909,0.7634,1.0445,2.6412,191.49
TC-CBF,head_on,0,0,0,14.713,1.0,1.0198,2.6611,196.12
TC-CBF,head_on,1,1,0,15.742,1.0,1.0092,2.6601,198.18
TC-CBF,head_on,2,2,0,20.189,0.8714,1.013,2.6662,197.43
TC-CBF,head_on,3,3,0,14.712,0.9103,0.9845,2.659,203.15
TC-CBF,head_on,4,4,0,20.206,0.8637,1.0114,2.8868,197.76
TC-CBF,head_on,5,5,0,16.388,0.8512,1.0036,2.6624,199.28
TC-CBF,head_on,6,6,0,22.288,0.8981,1.0236,2.6673,195.38
